emp_no,first_name,last_name,title,from_date,to_date,dept_name
12036,Mads,Ratzlaff,Staff,1986-09-05,1995-09-05,Sales
12036,Mads,Ratzlaff,Senior Staff,1995-09-05,1999-01-01,Marketing
12036,Mads,Ratzlaff,Staff,1986-09-05,1995-09-05,Marketing
12037,Arunas,Katzenelson,Senior Staff,1992-09-30,1999-01-01,Customer Service
12037,Arunas,Katzenelson,Staff,1986-10-01,1992-09-30,Customer Service
12050,Yuchang,Tchuente,Assistant Engineer,1989-04-01,1996-04-01,Production
12050,Yuchang,Tchuente,Engineer,1996-04-01,1999-01-01,Production
12062,Margareta,Worfolk,Senior Staff,1996-01-04,1999-01-01,Human Resources
12069,Ayonca,Burnard,Assistant Engineer,1985-05-13,1990-05-13,Development
12069,Ayonca,Burnard,Engineer,1990-05-13,1995-05-13,Development
12069,Ayonca,Burnard,Senior Engineer,1995-05-13,1999-01-01,Development
12070,Ger,Shokrollahi,Technique Leader,1988-11-14,1999-01-01,Development
12076,Karlis,Siprelle,Senior Staff,1985-03-25,1999-01-01,Sales
12082,Xinan,Yamaashi,Senior Staff,1992-01-29,1999-01-01,Sales
12082,Xinan,Yamaashi,Staff,1986-01-29,1992-01-29,Sales
12089,Bilhanan,Socorro,Senior Staff,1994-10-22,1999-01-01,Human Resources
12089,Bilhanan,Socorro,Staff,1986-10-22,1994-10-22,Human Resources
12099,Nobuyoshi,Kuzuoka,Senior Staff,1999-02-15,1999-01-01,Sales
12099,Nobuyoshi,Kuzuoka,Staff,1994-02-15,1999-02-15,Sales
12112,Satyanarayana,Avouris,Senior Staff,1997-09-26,1999-01-01,Finance
12112,Satyanarayana,Avouris,Staff,1989-09-26,1997-09-26,Finance
12122,Satoru,Krone,Engineer,1987-07-24,1992-07-23,Production
12122,Satoru,Krone,Senior Engineer,1992-07-23,1999-01-01,Production
12123,Xiahua,Syrzycki,Senior Staff,1994-07-18,1999-01-01,Research
12123,Xiahua,Syrzycki,Staff,1987-07-18,1994-07-18,Research
12125,Shounak,Erman,Engineer,1997-03-31,1999-01-01,Development
12125,Shounak,Erman,Engineer,1997-03-31,1999-01-01,Production
12149,Suebskul,Grandbois,Senior Staff,1988-10-01,1999-01-01,Sales
12159,Shem,Perly,Senior Engineer,1985-07-17,1999-01-01,Development
12165,Xiaobin,Maquelin,Senior Engineer,1994-08-29,1999-01-01,Development
12183,Harngdar,Iisaku,Engineer,1998-04-04,1999-01-01,Quality Management
12192,Feiyu,Klyachko,Engineer,1986-09-02,1991-09-02,Quality Management
12192,Feiyu,Klyachko,Senior Engineer,1991-09-02,1999-01-01,Quality Management
12205,Sushant,Rossi,Senior Engineer,1987-11-11,1999-01-01,Development
12206,Barton,Janetzko,Assistant Engineer,1985-03-27,1993-03-27,Development
12206,Barton,Janetzko,Engineer,1993-03-27,2001-03-27,Development
12206,Barton,Janetzko,Senior Engineer,2001-03-27,1999-01-01,Development
12218,Yaghout,Strooper,Engineer,1991-03-12,2000-03-11,Quality Management
12218,Yaghout,Strooper,Senior Engineer,2000-03-11,1999-01-01,Quality Management
12221,Vincent,Melter,Engineer,1985-09-16,1991-09-16,Development
12221,Vincent,Melter,Senior Engineer,1991-09-16,1999-01-01,Development
12222,Abdelwaheb,Holburn,Senior Staff,1996-08-14,1999-01-01,Finance
12222,Abdelwaheb,Holburn,Staff,1987-08-15,1996-08-14,Finance
12223,Niteen,Koyama,Engineer,1986-08-13,1995-08-13,Production
12223,Niteen,Koyama,Senior Engineer,1995-08-13,1999-01-01,Production
12247,Subbu,Penttonen,Technique Leader,1985-04-09,1999-01-01,Development
12249,Eldridge,Sadowski,Engineer,1987-06-21,1996-06-20,Development
12249,Eldridge,Sadowski,Senior Engineer,1996-06-20,1999-01-01,Development
12256,Guadalupe,Reghbati,Senior Staff,1992-08-26,1999-01-01,Human Resources
12256,Guadalupe,Reghbati,Staff,1985-08-26,1992-08-26,Human Resources
12264,Mart,Pagter,Engineer,1998-01-09,1999-01-01,Development
12270,Shakhar,Kornyak,Senior Staff,1996-08-19,1999-01-01,Research
12270,Shakhar,Kornyak,Staff,1989-08-19,1996-08-19,Research
12272,Behnaam,Grandbois,Senior Staff,1992-12-07,1999-01-01,Human Resources
12272,Behnaam,Grandbois,Staff,1987-12-08,1992-12-07,Human Resources
12308,Mototsugu,Cronau,Senior Staff,1991-08-11,1999-01-01,Human Resources
12308,Mototsugu,Cronau,Staff,1985-08-11,1991-08-11,Human Resources
12308,Mototsugu,Cronau,Senior Staff,1991-08-11,1999-01-01,Finance
12308,Mototsugu,Cronau,Staff,1985-08-11,1991-08-11,Finance
12311,Susanne,Lubachevsky,Senior Engineer,1985-10-22,1999-01-01,Development
12327,DAIDA,Bruckman,Engineer,1986-10-16,1992-10-15,Development
12327,DAIDA,Bruckman,Senior Engineer,1992-10-15,1999-01-01,Development
12341,Rasiah,Luga,Engineer,1985-05-25,1990-05-25,Development
12341,Rasiah,Luga,Senior Engineer,1990-05-25,1999-01-01,Development
12343,Sorina,Slaats,Senior Staff,1997-08-25,1999-01-01,Customer Service
12343,Sorina,Slaats,Staff,1988-08-25,1997-08-25,Customer Service
12343,Sorina,Slaats,Senior Staff,1997-08-25,1999-01-01,Production
12343,Sorina,Slaats,Staff,1988-08-25,1997-08-25,Production
12365,Kamakshi,Bisiani,Engineer,1988-09-12,1994-09-12,Production
12365,Kamakshi,Bisiani,Senior Engineer,1994-09-12,1999-01-01,Production
12373,Mooi,Driscoll,Senior Staff,1993-11-11,1999-01-01,Sales
12395,Sanjit,Felder,Senior Staff,1995-06-05,1999-01-01,Finance
12399,Mihalis,Luga,Senior Staff,1996-12-06,1999-01-01,Sales
12399,Mihalis,Luga,Staff,1987-12-07,1996-12-06,Sales
12411,Shao,Ibel,Senior Staff,1991-08-17,1999-01-01,Sales
12411,Shao,Ibel,Staff,1986-08-17,1991-08-17,Sales
12413,Hugh,Gadepally,Engineer,1994-03-04,1999-03-04,Production
12413,Hugh,Gadepally,Senior Engineer,1999-03-04,1999-01-01,Production
12417,Dannz,Spelt,Senior Engineer,1998-02-02,1999-01-01,Production
12422,Berhard,Demos,Senior Staff,2001-06-07,1999-01-01,Human Resources
12422,Berhard,Demos,Staff,1993-06-07,2001-06-07,Human Resources
12454,Kerryn,Farris,Staff,1998-12-18,1999-01-01,Sales
12464,Shai,Milicic,Staff,1998-06-01,1999-01-01,Sales
12475,Filipe,Roison,Engineer,1987-04-26,1996-04-25,Development
12475,Filipe,Roison,Senior Engineer,1996-04-25,1999-01-01,Development
12487,Mona,Reghbati,Senior Staff,1998-12-07,1999-01-01,Human Resources
12487,Mona,Reghbati,Senior Staff,1998-12-07,1999-01-01,Finance
12489,Arnould,Munck,Senior Engineer,1986-04-11,1999-01-01,Development
12490,Jackson,Muchinsky,Engineer,1994-05-09,2000-05-08,Development
12490,Jackson,Muchinsky,Senior Engineer,2000-05-08,1999-01-01,Development
12497,Stein,Penz,Senior Staff,1997-09-25,1999-01-01,Sales
12497,Stein,Penz,Staff,1989-09-25,1997-09-25,Sales
12501,Morrie,Matheson,Senior Staff,1986-06-05,1999-01-01,Finance
12504,Adly,Rosaz,Engineer,1997-08-14,1999-01-01,Production
12514,Tomofumi,Melter,Engineer,1999-11-13,1999-01-01,Development
12528,Conor,Cincotta,Senior Staff,1997-09-24,1999-01-01,Customer Service
12528,Conor,Cincotta,Staff,1988-09-24,1997-09-24,Customer Service
12534,Yongmao,Gerlach,Senior Engineer,1985-08-14,1999-01-01,Production
12541,Shih,Nanard,Senior Staff,1996-08-31,1999-01-01,Sales
12541,Shih,Nanard,Staff,1988-08-31,1996-08-31,Sales
12542,Kazuhide,Bouloucos,Senior Staff,1993-09-11,1999-01-01,Human Resources
12542,Kazuhide,Bouloucos,Staff,1987-09-12,1993-09-11,Human Resources
12551,Jeane,Tzvieli,Engineer,1987-12-04,1993-12-03,Production
12551,Jeane,Tzvieli,Senior Engineer,1993-12-03,1999-01-01,Production
12553,Aral,Vesna,Senior Staff,1987-02-28,1999-01-01,Human Resources
12557,Stafford,Kopetz,Senior Engineer,1988-03-20,1999-01-01,Quality Management
12557,Stafford,Kopetz,Senior Engineer,1988-03-20,1999-01-01,Production
12589,Anoosh,Chleq,Engineer,1988-09-08,1997-09-08,Development
12589,Anoosh,Chleq,Senior Engineer,1997-09-08,1999-01-01,Development
12596,Breannda,Roisin,Senior Staff,1996-09-29,1999-01-01,Human Resources
12601,Ghassan,Simkin,Assistant Engineer,1992-07-09,1997-07-09,Development
12601,Ghassan,Simkin,Engineer,1997-07-09,2002-07-09,Development
12601,Ghassan,Simkin,Senior Engineer,2002-07-09,1999-01-01,Development
12608,Nectarios,Mondadori,Senior Staff,2000-02-22,1999-01-01,Human Resources
12608,Nectarios,Mondadori,Staff,1991-02-22,2000-02-22,Human Resources
12635,Xinyu,Restivo,Engineer,1995-02-03,2000-02-03,Customer Service
12635,Xinyu,Restivo,Senior Engineer,2000-02-03,1999-01-01,Customer Service
12635,Xinyu,Restivo,Engineer,1995-02-03,2000-02-03,Production
12635,Xinyu,Restivo,Senior Engineer,2000-02-03,1999-01-01,Production
12638,Yuqun,Seiwald,Engineer,1999-04-29,1999-01-01,Development
12642,Suebskul,Gips,Senior Staff,2001-10-28,1999-01-01,Marketing
12642,Suebskul,Gips,Staff,1996-10-28,2001-10-28,Marketing
12651,Pragnesh,Bael,Senior Staff,1988-01-27,1999-01-01,Sales
12662,Leucio,Alvarado,Assistant Engineer,1985-08-27,1994-08-27,Development
12662,Leucio,Alvarado,Engineer,1994-08-27,1999-01-01,Development
12663,Nobuyoshi,Stellhorn,Technique Leader,1986-09-29,1999-01-01,Development
12664,Zhonghua,Parveen,Staff,1999-08-04,1999-01-01,Customer Service
12664,Zhonghua,Parveen,Staff,1999-08-04,1999-01-01,Sales
12689,Luerbio,Boudaillier,Engineer,1992-11-23,2001-11-23,Development
12689,Luerbio,Boudaillier,Senior Engineer,2001-11-23,1999-01-01,Development
12691,Oddvar,Gils,Engineer,1992-08-25,1998-08-25,Production
12691,Oddvar,Gils,Senior Engineer,1998-08-25,1999-01-01,Production
12697,Uri,Brizzi,Senior Staff,1994-07-11,1999-01-01,Human Resources
12697,Uri,Brizzi,Staff,1986-07-11,1994-07-11,Human Resources
12709,Ronghao,Botman,Engineer,1995-02-26,2001-02-25,Development
12709,Ronghao,Botman,Senior Engineer,2001-02-25,1999-01-01,Development
12717,Tzu,Jiafu,Staff,1999-10-20,1999-01-01,Research
12722,Elliott,Cheshire,Senior Staff,1985-03-29,1999-01-01,Finance
12726,Fumitake,Panwar,Senior Engineer,1994-05-19,1999-01-01,Development
12729,Nahla,Rahier,Engineer,1992-10-15,1997-10-15,Customer Service
12729,Nahla,Rahier,Senior Engineer,1997-10-15,1999-01-01,Customer Service
12729,Nahla,Rahier,Engineer,1992-10-15,1997-10-15,Production
12729,Nahla,Rahier,Senior Engineer,1997-10-15,1999-01-01,Production
12731,Yongmao,Waymire,Senior Staff,1988-04-05,1999-01-01,Human Resources
12732,Mara,Takanami,Senior Staff,1988-04-06,1999-01-01,Sales
12734,Gil,Frijda,Senior Engineer,1986-03-03,1999-01-01,Development
12755,Rildo,Rodite,Senior Staff,1994-03-18,1999-01-01,Human Resources
12755,Rildo,Rodite,Staff,1987-03-18,1994-03-18,Human Resources
12773,Jenwei,Lovengreen,Engineer,1985-03-05,1994-03-05,Development
12773,Jenwei,Lovengreen,Senior Engineer,1994-03-05,1999-01-01,Development
12790,Gunilla,Perl,Senior Staff,2000-08-07,1999-01-01,Sales
12790,Gunilla,Perl,Staff,1995-08-08,2000-08-07,Sales
12795,Masoud,Fordan,Senior Staff,1997-06-23,1999-01-01,Finance
12795,Masoud,Fordan,Staff,1988-06-23,1997-06-23,Finance
12798,Lillian,Beeson,Senior Staff,1996-12-26,1999-01-01,Sales
12798,Lillian,Beeson,Staff,1987-12-27,1996-12-26,Sales
12803,Gad,Boissier,Senior Staff,1990-03-16,1999-01-01,Sales
12803,Gad,Boissier,Staff,1985-03-16,1990-03-16,Sales
12803,Gad,Boissier,Senior Staff,1990-03-16,1999-01-01,Marketing
12803,Gad,Boissier,Staff,1985-03-16,1990-03-16,Marketing
12815,Sushant,Junot,Senior Staff,1993-02-27,1999-01-01,Research
12815,Sushant,Junot,Staff,1985-02-27,1993-02-27,Research
12819,Mountaz,Gubsky,Engineer,1989-09-09,1996-09-09,Production
12819,Mountaz,Gubsky,Senior Engineer,1996-09-09,1999-01-01,Production
12848,Kazuhide,Smeets,Engineer,1997-05-11,1999-01-01,Development
12863,Leif,Matheson,Engineer,1985-09-06,1990-09-06,Production
12863,Leif,Matheson,Senior Engineer,1990-09-06,1999-01-01,Production
12872,Marl,Schmittgen,Senior Staff,1993-09-09,1999-01-01,Sales
12872,Marl,Schmittgen,Staff,1986-09-09,1993-09-09,Sales
12879,Baruch,Eugenio,Engineer,1990-06-11,1995-06-11,Development
12879,Baruch,Eugenio,Senior Engineer,1995-06-11,1999-01-01,Development
12890,Neven,Casley,Senior Staff,1985-10-31,1999-01-01,Sales
12893,Licheng,Crouzet,Senior Staff,1995-03-18,1999-01-01,Sales
12893,Licheng,Crouzet,Staff,1987-03-18,1995-03-18,Sales
12895,Roddy,Serot,Senior Engineer,1993-08-15,1999-01-01,Production
12905,Munehiro,Gecsei,Engineer,1987-07-19,1993-07-18,Development
12905,Munehiro,Gecsei,Senior Engineer,1993-07-18,1999-01-01,Development
12926,Heekeun,Luby,Senior Staff,1992-12-24,1999-01-01,Research
12926,Heekeun,Luby,Staff,1985-12-24,1992-12-24,Research
12940,Odinaldo,Farrar,Engineer,1987-12-12,1992-12-11,Development
12940,Odinaldo,Farrar,Senior Engineer,1992-12-11,1999-01-01,Development
12941,Tommaso,Perelgut,Engineer,1986-11-06,1995-11-06,Development
12941,Tommaso,Perelgut,Senior Engineer,1995-11-06,1999-01-01,Development
12949,Geoff,Asrin,Engineer,1987-02-12,1992-02-12,Development
12949,Geoff,Asrin,Senior Engineer,1992-02-12,1999-01-01,Development
12977,Byong,Markovitch,Engineer,1987-08-24,1992-08-23,Development
12977,Byong,Markovitch,Senior Engineer,1992-08-23,1999-01-01,Development
12983,Elliott,Hambrick,Staff,1999-06-28,1999-01-01,Finance
13030,Yahiko,Kroll,Senior Staff,1999-11-25,1999-01-01,Marketing
13030,Yahiko,Kroll,Staff,1993-11-25,1999-11-25,Marketing
13046,Vivian,Stafford,Senior Staff,1987-04-19,1999-01-01,Finance
13047,Atilio,Chelton,Engineer,1992-02-26,1997-02-25,Development
13047,Atilio,Chelton,Senior Engineer,1997-02-25,1999-01-01,Development
13075,Rosella,Morrin,Senior Staff,1991-08-17,1999-01-01,Sales
13075,Rosella,Morrin,Staff,1986-08-17,1991-08-17,Sales
13075,Rosella,Morrin,Senior Staff,1991-08-17,1999-01-01,Marketing
13075,Rosella,Morrin,Staff,1986-08-17,1991-08-17,Marketing
13076,Deniz,Skafidas,Engineer,1995-01-28,1999-01-01,Development
13096,Ibibia,Armand,Engineer,1994-04-22,2001-04-22,Quality Management
13096,Ibibia,Armand,Senior Engineer,2001-04-22,1999-01-01,Quality Management
13103,Srinidhi,Ellozy,Senior Engineer,1988-06-19,1999-01-01,Development
13124,Quingbo,Garnick,Senior Staff,1985-03-17,1999-01-01,Sales
13133,Guther,Senzako,Senior Staff,1991-09-03,1999-01-01,Customer Service
13133,Guther,Senzako,Staff,1985-09-03,1991-09-03,Customer Service
13133,Guther,Senzako,Senior Staff,1991-09-03,1999-01-01,Marketing
13133,Guther,Senzako,Staff,1985-09-03,1991-09-03,Marketing
13134,Lorien,Chepyzhov,Engineer,1987-10-23,1993-10-22,Production
13134,Lorien,Chepyzhov,Senior Engineer,1993-10-22,1999-01-01,Production
13144,Persi,Nollmann,Senior Staff,1997-06-19,1999-01-01,Finance
13144,Persi,Nollmann,Staff,1989-06-19,1997-06-19,Finance
13146,Haldon,Erie,Senior Staff,1985-05-25,1999-01-01,Sales
13147,Shichao,Ginesta,Senior Staff,1998-06-29,1999-01-01,Sales
13147,Shichao,Ginesta,Staff,1993-06-29,1998-06-29,Sales
13156,Akeel,Millington,Engineer,1992-08-18,2000-08-18,Development
13156,Akeel,Millington,Senior Engineer,2000-08-18,1999-01-01,Development
13165,Lucian,Benner,Engineer,1988-03-16,1995-03-17,Quality Management
13165,Lucian,Benner,Senior Engineer,1995-03-17,1999-01-01,Quality Management
13168,Munir,Stentiford,Engineer,1987-09-11,1992-09-10,Production
13168,Munir,Stentiford,Senior Engineer,1992-09-10,1999-01-01,Production
13170,Cheong,Bernardeschi,Senior Staff,1998-01-09,1999-01-01,Human Resources
13170,Cheong,Bernardeschi,Staff,1993-01-09,1998-01-09,Human Resources
13170,Cheong,Bernardeschi,Senior Staff,1998-01-09,1999-01-01,Finance
13170,Cheong,Bernardeschi,Staff,1993-01-09,1998-01-09,Finance
13171,Anoosh,Birnbaum,Engineer,1987-08-31,1995-08-31,Quality Management
13171,Anoosh,Birnbaum,Senior Engineer,1995-08-31,1999-01-01,Quality Management
13173,Arve,Horswill,Senior Staff,1996-09-23,1999-01-01,Sales
13173,Arve,Horswill,Staff,1987-09-24,1996-09-23,Sales
13179,Moty,Janocha,Staff,1999-02-19,1999-01-01,Sales
13182,Kokou,Rodite,Engineer,1999-03-03,1999-01-01,Production
13186,Kyoichi,Barbanera,Senior Staff,1995-04-29,1999-01-01,Sales
13186,Kyoichi,Barbanera,Staff,1986-04-29,1995-04-29,Sales
13192,Rosita,Flowers,Technique Leader,1993-02-01,1999-01-01,Development
13192,Rosita,Flowers,Technique Leader,1993-02-01,1999-01-01,Production
13202,Aram,Scharstein,Senior Staff,1992-03-28,1999-01-01,Research
13202,Aram,Scharstein,Staff,1986-03-29,1992-03-28,Research
13210,Jianhua,Klassen,Senior Staff,2002-07-27,1999-01-01,Sales
13210,Jianhua,Klassen,Staff,1997-07-27,2002-07-27,Sales
13210,Jianhua,Klassen,Senior Staff,2002-07-27,1999-01-01,Marketing
13210,Jianhua,Klassen,Staff,1997-07-27,2002-07-27,Marketing
13213,Hein,Billawala,Senior Staff,1993-08-30,1999-01-01,Sales
13213,Hein,Billawala,Staff,1988-08-30,1993-08-30,Sales
13232,Mitchel,Fujisaki,Technique Leader,1986-06-02,1999-01-01,Development
13233,Alselm,Chvatal,Engineer,1987-03-31,1995-03-31,Development
13233,Alselm,Chvatal,Senior Engineer,1995-03-31,1999-01-01,Development
13238,Ebru,Foote,Senior Staff,1998-10-10,1999-01-01,Sales
13238,Ebru,Foote,Staff,1993-10-10,1998-10-10,Sales
13240,King,Pileggi,Engineer,1994-03-10,2001-03-10,Development
13240,King,Pileggi,Senior Engineer,2001-03-10,1999-01-01,Development
13250,Zeydy,Schusler,Assistant Engineer,1988-10-28,1993-10-28,Production
13250,Zeydy,Schusler,Engineer,1993-10-28,1998-10-27,Production
13250,Zeydy,Schusler,Senior Engineer,1998-10-27,1999-01-01,Production
13272,Arun,Jiang,Senior Staff,1985-03-10,1999-01-01,Customer Service
13276,Yechiam,Seuren,Senior Staff,1991-03-09,1999-01-01,Finance
13276,Yechiam,Seuren,Staff,1986-03-09,1991-03-09,Finance
13288,Muneo,Broomell,Senior Staff,1995-04-14,1999-01-01,Human Resources
13288,Muneo,Broomell,Staff,1987-04-14,1995-04-14,Human Resources
13291,Georg,Stamatiou,Engineer,1986-10-30,1993-10-30,Development
13291,Georg,Stamatiou,Senior Engineer,1993-10-30,1999-01-01,Development
13302,Mack,Alencar,Engineer,1990-09-26,1997-09-26,Development
13302,Mack,Alencar,Senior Engineer,1997-09-26,1999-01-01,Development
13315,Sakthirel,Stroustrup,Engineer,1991-06-02,1999-06-02,Development
13315,Sakthirel,Stroustrup,Senior Engineer,1999-06-02,1999-01-01,Development
13332,Nidapan,Pearson,Assistant Engineer,1987-09-24,1992-09-23,Production
13332,Nidapan,Pearson,Engineer,1992-09-23,1997-09-23,Production
13332,Nidapan,Pearson,Senior Engineer,1997-09-23,1999-01-01,Production
13333,Yoshinari,Hennebert,Assistant Engineer,1988-03-23,1996-03-23,Development
13333,Yoshinari,Hennebert,Engineer,1996-03-23,1999-01-01,Development
13333,Yoshinari,Hennebert,Assistant Engineer,1988-03-23,1996-03-23,Production
13333,Yoshinari,Hennebert,Engineer,1996-03-23,1999-01-01,Production
13341,Bodh,Doering,Senior Staff,1992-03-10,1999-01-01,Marketing
13341,Bodh,Doering,Staff,1986-03-11,1992-03-10,Marketing
13343,Heon,Usery,Senior Staff,1995-07-30,1999-01-01,Human Resources
13343,Heon,Usery,Staff,1988-07-29,1995-07-30,Human Resources
13343,Heon,Usery,Senior Staff,1995-07-30,1999-01-01,Finance
13343,Heon,Usery,Staff,1988-07-29,1995-07-30,Finance
13368,Kiyokazu,Klassen,Staff,1997-09-30,1999-01-01,Human Resources
13371,Nakhoon,Riexinger,Senior Engineer,1991-12-13,1999-01-01,Production
13373,Juichirou,Naumovich,Senior Staff,2000-08-23,1999-01-01,Human Resources
13373,Juichirou,Naumovich,Staff,1991-08-24,2000-08-23,Human Resources
13373,Juichirou,Naumovich,Senior Staff,2000-08-23,1999-01-01,Finance
13373,Juichirou,Naumovich,Staff,1991-08-24,2000-08-23,Finance
13385,Claudi,Buchter,Senior Staff,1986-06-10,1999-01-01,Human Resources
13386,Khosrow,Sgarro,Technique Leader,1986-02-23,1999-01-01,Development
13389,Divine,Cmelik,Senior Staff,1988-03-23,1999-01-01,Research
13392,Fumitake,Beidas,Senior Staff,1993-08-26,1999-01-01,Sales
13392,Fumitake,Beidas,Staff,1988-08-26,1993-08-26,Sales
13396,Chuanyi,Aumann,Senior Staff,1994-03-29,1999-01-01,Customer Service
13402,Augustine,Dulli,Engineer,1999-09-12,1999-01-01,Research
13402,Augustine,Dulli,Engineer,1999-09-12,1999-01-01,Development
13405,Randy,Baba,Senior Staff,1990-05-10,1999-01-01,Sales
13407,Gio,Chenoweth,Engineer,1992-10-03,2001-10-03,Production
13407,Gio,Chenoweth,Senior Engineer,2001-10-03,1999-01-01,Production
13408,Sreekrishna,Lagarias,Engineer,1995-07-25,2000-07-24,Production
13408,Sreekrishna,Lagarias,Senior Engineer,2000-07-24,1999-01-01,Production
13415,Nathalie,Speer,Technique Leader,1991-04-25,1999-01-01,Quality Management
13422,Vishwani,Gerlach,Engineer,1988-01-17,1995-01-17,Quality Management
13422,Vishwani,Gerlach,Senior Engineer,1995-01-17,1999-01-01,Quality Management
13422,Vishwani,Gerlach,Engineer,1988-01-17,1995-01-17,Production
13422,Vishwani,Gerlach,Senior Engineer,1995-01-17,1999-01-01,Production
13442,Giordano,Miake,Senior Staff,1994-06-16,1999-01-01,Human Resources
13442,Giordano,Miake,Staff,1987-06-16,1994-06-16,Human Resources
13443,Mayuko,Puppo,Engineer,1990-12-26,1996-12-25,Quality Management
13443,Mayuko,Puppo,Senior Engineer,1996-12-25,1999-01-01,Quality Management
13445,Renee,Dehkordi,Engineer,1996-11-29,1999-01-01,Production
13451,Gretta,Weiland,Senior Staff,1995-08-23,1999-01-01,Human Resources
13451,Gretta,Weiland,Staff,1986-08-23,1995-08-23,Human Resources
13457,Shooichi,Parfitt,Engineer,1986-01-18,1991-01-18,Quality Management
13457,Shooichi,Parfitt,Senior Engineer,1991-01-18,1999-01-01,Quality Management
13458,Feipei,Nivat,Engineer,1989-03-02,1995-03-02,Customer Service
13458,Feipei,Nivat,Senior Engineer,1995-03-02,1999-01-01,Customer Service
13458,Feipei,Nivat,Engineer,1989-03-02,1995-03-02,Production
